CRSP_ID,variable,value
037-010,Start_Description,CSAH 47
S.13.4.12.002,Start_Description,Intersection of State Park Trail and Route 95
S.49.7.236.001,Start_Description,CSAH 26
HEN.701,Start_Description,M.P. 9.05 TO E OF CSAH 150
039-020,Start_Description,RIVER ST
S.86.4.30.007,Start_Description,State Highway 25
S.55.4.35.001,Start_Description,Olmsted CTH 8/44th Ave SW
S.86.4.20.003,Start_Description,20th Street SE
S.73.7.148.001,Start_Description,121st Ave
S.04.4.2.001,Start_Description,0.09 miles E of Monroe Ave SW
S.18.7.137.001,Start_Description,CR 127 / Sugar Bush Trail N
S.73.4.50.001,Start_Description,Co Rd 2
HEN.645,Start_Description,N LIM ST BONI TO S OF CSAH 110
S.86.7.107.003,Start_Description,Dempsey Ave SW
S.47.4.6.001,Start_Description,MNTH 4
HEN.251,Start_Description,E OF CSAH 19 TO W OF ROLL HILL
S.69.4.25.003,Start_Description,US Hwy 169
S.55.4.1.002,Start_Description,USTH 52
S.86.7.117.001,Start_Description,10th St NE
S.73.7.153.001,Start_Description,Co Rd 39
S.86.4.8.006,Start_Description,85th St NW
S.18.7.118.001,Start_Description,CSAH 4 / Red Pine Dr
S.04.4.22.003,Start_Description,Irvine Ave NW
S.56.4.59.002,Start_Description,Urbank Corp Lmts
S.13.7.85.002,Start_Description,Intersection of Chisago Blvd and Morgan Ave
S.86.4.9.002,Start_Description,50th St SW
S.73.4.17.007,Start_Description,170th Ave
048-010,Start_Description,14TH ST
S.56.4.80.003,Start_Description,Perham Corp Lmts
S.04.7.404.003,Start_Description,Paul Bunyan Rd SE
S.69.7.1016.001,Start_Description,T-Intersection of U.S. Route 2 and E Railroad Ave
S.25.7.48.001,Start_Description,County 10 Bvld
S.09.4.7.002,Start_Description,US 210
S.04.4.4.001,Start_Description,0.25 miles E of Sunnyside Rd SE
061-010,Start_Description,CSAH # 11
061-020,Start_Description,CSAH #17
061-030,Start_Description,CSAH #46
061-040,Start_Description,T.H. 109
062-010,Start_Description,2.0 MILES WEST OF 4
063-010,Start_Description,1.0 MILE SOUTH OF 17
063-020,Start_Description,CSAH #17
065-010,Start_Description,CSAH #6
066-010,Start_Description,CR #61
067-010,Start_Description,CSAH #33
067-020,Start_Description,1.5 MILES SOUTH CR #70.
068-010,Start_Description,WEST COUNTY LINE
069-010,Start_Description,CSAH #17
070-010,Start_Description,CSAH #10
071-010,Start_Description,T.H. #69
071-020,Start_Description,NORTH LIMITS
071-030,Start_Description,CR #80
S.69.4.43.001,Start_Description,CSAH 223
071-070,Start_Description,CSAH #46
071-080,Start_Description,I.H. #90
072-010,Start_Description,CSAH # 4
073-020,Start_Description,0.8 MILE NORTH
074-010,Start_Description,1.0 MILE WEST
S.86.7.107.002,Start_Description,Co Rd 7 SW
075-010,Start_Description,0.5 MILE SOUTH
S.86.7.119.001,Start_Description,Co Rd 37 NE
HEN.241,Start_Description,@ USTH 12-E JCT
S.43.4.6.002,Start_Description,Shady Creek Dr/Fairlawn Ave E
078-010,Start_Description,T.H. #69
079-010,Start_Description,CSAH #1
079-020,Start_Description,113 ST
080-010,Start_Description,CSAH #14
081-020,Start_Description,N LIMITS GLENVILLE
082-010,Start_Description,CSAH #18
082-020,Start_Description,I.H. #35
082-030,Start_Description,CR #77
083-010,Start_Description,CSAH #16
S.86.4.12.005,Start_Description,25th Street NW
S.86.7.141.001,Start_Description,wright County Line
S.86.4.30.002,Start_Description,County Road 30 SW
085-010,Start_Description,EAST LIMITS
088-010,Start_Description,CSAH #20
089-010,Start_Description,CR #69
092-040,Start_Description,CSAH #46
092-050,Start_Description,I.H. #90
092-060,Start_Description,CSAH #25
S.09.4.2.002,Start_Description,Crosby Rd/CR 119
095-020,Start_Description,CSAH #10
095-030,Start_Description,T.H. #13
096-010,Start_Description,CSAH #35
097-010,Start_Description,CSAH #20
099-010,Start_Description,CSAH #22
100-010,Start_Description,CSAH #13
101-010,Start_Description,T.H. #13
S.69.9.3110.001,Start_Description,""
101-040,Start_Description,CR #101 (N-S)
102-010,Start_Description,CSAH #41
102-020,Start_Description,EAST LIMITS HAYWARD
102-030,Start_Description,CSAH #26
102-050,Start_Description,CR #118
102-060,Start_Description,CSAH #30
103-010,Start_Description,CSAH #34
104-010,Start_Description,CSAH #30
105-010,Start_Description,CSAH #34
106-010,Start_Description,U.S. #65 AT IOWA LINE
107-010,Start_Description,CSAH #30
107-020,Start_Description,CSAH #32.
108-020,Start_Description,CSAH #1
109-010,Start_Description,CSAH #30
110-010,Start_Description,CSAH #13
110-020,Start_Description,CR #109
111-010,Start_Description,CR #110
112-010,Start_Description,CSAH #19
112-020,Start_Description,I.H. #90.
S.56.7.139.001,Start_Description,CSAH 46
115-010,Start_Description,CSAH #26
116-030,Start_Description,CR #95
117-010,Start_Description,CSAH #30
118-010,Start_Description,CR #102
118-011,Start_Description,CSAH 25
118-030,Start_Description,S LIMITS HOLLANDALE
HEN.101,Start_Description,E OF CHICAGO TO W OF 11TH AVE
HEN.1043,Start_Description,Franklin Avenue
HEN.1050,Start_Description,@ VICTORY MEMORIAL DRIVE
HEN.11,Start_Description,N OF 62ND TO S OF 61ST STREET
HEN.112,Start_Description,@ ROYALSTON-L / 12TH-R
HEN.120,Start_Description,@ CSAH 53
HEN.123,Start_Description,M.P. 2.18 TO W OF LINK/ EDEN R
HEN.124,Start_Description,@ TH 55
HEN.125,Start_Description,@ CSAH 3
HEN.13,Start_Description,N OF MNTH 62 TO S OF 60TH ST
HEN.130,Start_Description,@ 22ND AVE S
HEN.133,Start_Description,SEE INTERSECTING CSAH 5
HEN.134,Start_Description,E OF BLOOMINGTON TO W OF TH 55
HEN.136,Start_Description,E OF CSAH 37 TO W OF CSAH 122
HEN.138,Start_Description,@ MNTH 55
HEN.149,Start_Description,@ LOGAN AVE N - L
HEN.15,Start_Description,@ MNTH 7
HEN.158,Start_Description,@ MNTH 100 WEST RAMP
HEN.163,Start_Description,E of on-off Th 100 ramps
HEN.164,Start_Description,SEE INTERSECTING CSAH 81
HEN.168,Start_Description,N OF 64TH ST TO S OF MNTH 62
HEN.17,Start_Description,N OF AUDITORS TO S OF CSAH 15
HEN.172,Start_Description,E of 46th Av S
S.86.4.9.003,Start_Description,Colbert Avenue NW
HEN.18,Start_Description,@ W MINNEHAHA PKWY 1-WAY-WB
HEN.181,Start_Description,@ W 31ST STREET
HEN.182,Start_Description,@ 31ST/27TH AVE
HEN.187,Start_Description,E OF DUPONT TO W OF BRYANT
HEN.188,Start_Description,@ 27TH AVE S
HEN.190,Start_Description,@ 24TH STREET E
HEN.192,Start_Description,E OF 27TH TO W OF RIVERSIDE AV
HEN.196,Start_Description,@ UNIVERSITY / CSAH 36
HEN.200,Start_Description,@ 8TH STREET NE
HEN.203,Start_Description,16TH AVE TO N OF PLYMOUTH AVE
HEN.204,Start_Description,@ CSAH 66
HEN.205,Start_Description,Girard Av N
HEN.21,Start_Description,SEE INTERSECTING CSAH 22
HEN.214,Start_Description,SEE INTERSECTING CSAH 23
HEN.219,Start_Description,@ REGENT AVE
HEN.220,Start_Description,41st Av N/Washington Av
HEN.223,Start_Description,Winnetka Av
HEN.225,Start_Description,Mead St
HEN.228,Start_Description,@ CSAH 152
HEN.23,Start_Description,@ CSAH 46
S.18.4.3.002,Start_Description,Lakeview Ln
S.56.4.36.001,Start_Description,CSAH 35
S.73.7.146.001,Start_Description,Co Rd 141
S.04.4.47.003,Start_Description,0.32 miles N of Hwy 71
S.69.7.312.002,Start_Description,Fermoy Rd
HEN.354,Start_Description,W COUNTY LINE TO M.P. 0.64
S.86.4.35.003,Start_Description,County Road 8 SW
S.73.7.166.001,Start_Description,Co Rd 11
HEN.243,Start_Description,@ MNTH 55
S.18.4.25.001,Start_Description,TH 18
S.47.4.27.003,Start_Description,0.35 mile east of 722nd Ave
S.73.7.198.001,Start_Description,Co Rd 200
S.69.7.657.001,Start_Description,CSAH 7
S.86.7.120.001,Start_Description,10th St SE
S.73.7.173.001,Start_Description,Co Rd 30
S.73.7.197.001,Start_Description,Hwy 71
S.56.4.31.001,Start_Description,CSAH 4
HEN.255,Start_Description,NW of Maple Grove Parkway
S.69.4.8.004,Start_Description,Intersection of Co Hwy 8 and Alborn Brookston Rd
HEN.26,Start_Description,E OF CSAH 44 TO W OF HIGHLAND
HEN.260,Start_Description,@ CSAH 81/101
HEN.266,Start_Description,M.P. 12.49 TO E OF ELM CREEK
HEN.267,Start_Description,614' E OF BR TO E OF ELM CR BL
HEN.269,Start_Description,N OF CSAH 10 TO S OF 63RD AVE
HEN.270,Start_Description,W OF CSAH 30 TO E OF HEMLOCK
HEN.273,Start_Description,@ 77TH ST
HEN.274,Start_Description,@ 76TH ST
HEN.275,Start_Description,@ 75TH ST
HEN.279,Start_Description,N OF LK ST EXT TO SUSAN LA
HEN.28,Start_Description,@ CSAH 152
HEN.281,Start_Description,M.P. 7.78 TO W OF CSAH 19
HEN.282,Start_Description,@ BARTLETT BLVD
HEN.284,Start_Description,N OF GRNDVW TO S OF THREE PTS
HEN.286,Start_Description,W OF CSAH 15 TO M.P. 6.23
HEN.287,Start_Description,SEE INTERSECTING CSAH 146
HEN.289,Start_Description,N OF GLDN VY RD TO S OF OLYMPA
HEN.29,Start_Description,SEE INTERSECTING CSAH 110
HEN.291,Start_Description,@ 26TH AVE N
HEN.292,Start_Description,@ TH 169 WEST RAMP
HEN.298,Start_Description,@ 47TH AVE N-L
HEN.3,Start_Description,SEE INTERSECTING CSAH 17
HEN.30,Start_Description,@ 38TH STREET E
HEN.300,Start_Description,E OF CSAH 81 TO ADAIR AVE N
HEN.304,Start_Description,E OF VLLY FRG TO W OF FR LK RD
HEN.307,Start_Description,M.P. 0.48 TO S OF W BUSH LK RD
HEN.308,Start_Description,N OF N H CRST CT TO S OF D L T
HEN.310,Start_Description,N OF MNTH 62 TO S OF 62ND ST
HEN.311,Start_Description,E OF MINNEHAHA TO W OF TAYLOR
HEN.312,Start_Description,@ COVINGTON ROAD
HEN.313,Start_Description,@ MNTH 7
HEN.315,Start_Description,@ E 60TH STREET
HEN.316,Start_Description,M.P. 2.45 TO S OF SOUTH ST
HEN.318,Start_Description,@ TH 62 SOUTH RAMP
HEN.320,Start_Description,N OF SMTHTWN TO CNTR NARROWS
HEN.323,Start_Description,E OF WOODHILL TO W OF CSAH 60
HEN.324,Start_Description,SEE INTERSECTING CSAH 101
HEN.329,Start_Description,E OF CSAH 19 TO W OF CSAH 51
HEN.332,Start_Description,@ WILSHIRE BLVD
HEN.333,Start_Description,SEE INTERSECTING CSAH 101
HEN.336,Start_Description,M.P. 3.95 TO BREEZY POINT RD
HEN.338,Start_Description,M.P. 3.37 TO M.P.3.96
HEN.343,Start_Description,@ CSAH 51
HEN.344,Start_Description,E OF CSAH 19 TO W OF CSAH 135
S.86.4.10.001,Start_Description,0.53 miles South of 115th Street SW
HEN.35,Start_Description,W LIM MOUND TO W OF GRANDVIEW
HEN.351,Start_Description,@ CROSBY RD
HEN.356,Start_Description,SEE INTERSECTING CSAH 19
HEN.357,Start_Description,@ MNTH 55
HEN.360,Start_Description,E OF CSAH 19 TO W OF MCCULLEY
S.86.4.5.004,Start_Description,Co Rd 37 NW
HEN.364,Start_Description,E OF NOBLE TO W OF HIDN LAKES
HEN.368,Start_Description,N OF 27TH AVE TO S OF COLUMBIA
S.73.4.7.001,Start_Description,Stearns County Line
S.86.7.100.001,Start_Description,50th St SW
HEN.371,Start_Description,N OF 47TH TO S OF VERA CRUZ
S.04.4.39.004,Start_Description,Beighley Rd NE
S.13.7.77.002,Start_Description,Intersection of Stacy Trail and Mattson Ln
HEN.378,Start_Description,E OF WELLINGTON TO W OF REVERE
HEN.381,Start_Description,N OF 114TH TO S OF 117TH
S.69.7.694.004,Start_Description,Lavaque Bypass Rd
HEN.385,Start_Description,west of Main St/TH 101
HEN.4,Start_Description,N OF CSAH 15 TOTONKAWOOD
HEN.404,Start_Description,E OF CSAH 51 TO M.P. 7.77
HEN.407,Start_Description,@ TH 101/TH 12 EB SOUTH RAMP
HEN.409,Start_Description,E OF TAMARACK TO W OF CSAH 146
HEN.41,Start_Description,W OF CSAH 51 TO S OF CSAH 151
HEN.410,Start_Description,E OF ORCHARD PK RD-RT TO BNSF
HEN.412,Start_Description,@ CSAH 46
HEN.413,Start_Description,N OF CSAH 46 TO S OF 42ND ST
HEN.414,Start_Description,Inglewood Av S
HEN.425,Start_Description,@ CSAH 1-PIONEER TRAIL
HEN.426,Start_Description,91ST ST TO S OF 90TH ST
HEN.43,Start_Description,@ CSAH 51
HEN.430,Start_Description,BERGER DR TO S OF SCENIC HTS
HEN.432,Start_Description,N OF 84TH TO S OF AMER BLVD
HEN.433,Start_Description,@ AMERICAN BLVD / 80TH STREET
HEN.438,Start_Description,N OF 67TH ST TO S OF CSAH 53
HEN.449,Start_Description,@ E & W LAKE NOKOMIS PARKWAY
HEN.452,Start_Description,@ WILLISTON ROAD
HEN.454,Start_Description,@ K-TEL DR
HEN.456,Start_Description,SEE INTERSECTING CSAH 61
HEN.46,Start_Description,E OF LYNDALE TO W OF LASALLE-L
HEN.460,Start_Description,@ MEADOWBROOK RD
HEN.466,Start_Description,M.P. 1.73 TO W OF WILLISTON
HEN.467,Start_Description,E OF CSAH 110 TO BELMONT LANE
HEN.474,Start_Description,E OF LYNN TO W OF INGLEWOOD
HEN.475,Start_Description,@ VERNON AVE-LAKE ST
HEN.483,Start_Description,M.P. 16.60 TO S OF CARLSON
HEN.486,Start_Description,M.P. 0.24 TO W OF W FRNTG RD
HEN.49,Start_Description,E OF MINNEHAHA TO W OF 22ND AV
HEN.492,Start_Description,@ 29TH AVE N
HEN.493,Start_Description,N OF 35TH AVE TO S OF 36TH AVE
HEN.495,Start_Description,@ FAI 494 WEST RAMP
HEN.496,Start_Description,MP 3.18 TO S OF CSAH 9
HEN.499,Start_Description,@ NATHAN/LANCASTER LANE
HEN.5,Start_Description,@ PLYMOUTH AVE N
HEN.506,Start_Description,E OF TH 169 TO W OF GETTYSBURG
HEN.51,Start_Description,@ FAI-394 SOUTH RAMPS
HEN.511,Start_Description,@ FAI 94 NORTH RAMP
HEN.512,Start_Description,E OF CSAH 14 TO N OF WELCOME
HEN.513,Start_Description,@ CSAH 152
HEN.517,Start_Description,SEE INTERSECTING CSAH 30
HEN.518,Start_Description,E OF CSAH 130 TO W OF VINEWOOD
HEN.519,Start_Description,N OF ADAIR TO S OF CSAH 109
HEN.52,Start_Description,E OF CSAH 135 TO W OF LEAF ST
HEN.522,Start_Description,SEE INTERSECTING CSAH 81
HEN.527,Start_Description,@ CSAH 150
HEN.528,Start_Description,E OF CSAH 34 TO W OF CSAH 17
HEN.529,Start_Description,@ CSAH 1
HEN.53,Start_Description,E OF WIRTH PKWY TO W LIM MPLS
HEN.531,Start_Description,@ CSAH 1
HEN.533,Start_Description,@ CSAH 1
HEN.535,Start_Description,E OF CSAH 35 TO W OF 12TH AVE
HEN.536,Start_Description,@ CSAH 1
HEN.537,Start_Description,@ CSAH 1
HEN.540,Start_Description,COTTONWOOD LA TO S OF CNDLWOOD
HEN.543,Start_Description,M.P. 0.71 TO S OF ROBERTS DR
HEN.546,Start_Description,@ LOGAN AVE
HEN.547,Start_Description,@ 1ST AVE 1-WAY NB-L 2-WAY-R
HEN.548,Start_Description,@ 64TH STREET
HEN.550,Start_Description,BIRCH ISL PK TO GLEN LK BLVD
HEN.558,Start_Description,N OF MINNEHAHA PKWY TO 47TH ST
S.43.7.81.002,Start_Description,McLeod CTH 10/80th St
HEN.560,Start_Description,@ TH 7 SOUTH RAMP
HEN.562,Start_Description,E OF CSAH 20 TO W OF MDBRK RD
HEN.567,Start_Description,M.P. 1.18 TO M.P. 1.72
HEN.570,Start_Description,M.P. 2.00 TO W OF CSAH 16
HEN.573,Start_Description,@ FAI 494 RAMP
HEN.576,Start_Description,E OF TOLEDO TO W OF OTTAWA
HEN.578,Start_Description,N OF MEADOW CIR TO S OF SHERWD
HEN.579,Start_Description,N OF WAYZATA TO S OF USTH 12
HEN.581,Start_Description,@ MNTH 55
HEN.582,Start_Description,MP 16.92 TO 12th Ave N -R
HEN.585,Start_Description,M.P. 0.71 TO W OF REGENT AVE
HEN.586,Start_Description,SEE INTERSECTING CSAH 102
HEN.589,Start_Description,N OF 10TH AVE TO S OF PLYMOUTH
HEN.591,Start_Description,M.P. 2.81 TO S OF QUEBEC AVE
HEN.593,Start_Description,@ LOUISIANA AVE
HEN.594,Start_Description,N OF CSAH 9 TO S OF 45TH AVE N
HEN.596,Start_Description,SEE INTERSECTING CSAH 136
HEN.597,Start_Description,M.P. 1.09 TO S OF CORVALLIS
HEN.598,Start_Description,M.P. 0.44 TO S OF PRAIRIE DR
HEN.599,Start_Description,N OF 51ST PLA TO S OF 53RD AVE
HEN.6,Start_Description,@ IRVING AVE N
HEN.60,Start_Description,E OF XERXES TO W OF RUSSELL AV
HEN.603,Start_Description,W OF ZEALAND TO W OF XYLON AVE
HEN.611,Start_Description,E OF NESBITT TO W OF CSAH 34
HEN.612,Start_Description,@ 98TH ST (W JCT)
HEN.617,Start_Description,@ FAI 494 SOUTH RAMP
HEN.618,Start_Description,N OF 69TH ST TO S STHDALE EXIT
HEN.619,Start_Description,France Av/CSAH 17
HEN.62,Start_Description,@ 13TH AVE NE
HEN.622,Start_Description,@ FERNBROOK LANE
HEN.625,Start_Description,MP 255 TO N OF CSAH 130
HEN.626,Start_Description,@ FAI 94 WEST RAMP
HEN.633,Start_Description,E OF NIAGARA TO W OF FERNBROOK
HEN.634,Start_Description,N OF EFLR TO S OF W EAGLE LK
HEN.637,Start_Description,M.P. 23.99 TO S OF 73RD AVE
HEN.638,Start_Description,West of Upland Ln N
HEN.64,Start_Description,S LIM MAPLE PLN TO S OF TH 12
S.73.4.9.006,Start_Description,Co Rd 155
HEN.643,Start_Description,W COUNTY LINE TO W OF R LK RD
S.86.4.37.002,Start_Description,Rhoades Avenue NW
HEN.646,Start_Description,E OF CSAH 60 TO W OF PIONEER
045-010,Start_Description,TH 65
S.43.4.2.003,Start_Description,MNTH 22
HEN.650,Start_Description,CSAH 110 INTERSECTION
S.13.4.10.001,Start_Description,.35 Miles West of Intersection of Co Hwy 10 and Skogman Lake Rd
S.86.4.38.001,Start_Description,County Road 3 NW
S.86.4.75.001,Start_Description,Wright County Line
S.18.7.103.001,Start_Description,CSAH 39
HEN.658,Start_Description,526' E TO MUNI SPLIT
S.13.7.57.001,Start_Description,Intersection of Government Rd and Sunrise Rd
S.86.4.3.006,Start_Description,County Road 35 W
S.69.4.46.001,Start_Description,U.S. Rte 2
S.04.4.22.006,Start_Description,3.19 miles E of Long Lake Dr NE
S.86.4.39.003,Start_Description,Howe Avenue NW
HEN.67,Start_Description,@ JOHNSON STREET NE
S.86.7.106.003,Start_Description,Clementa Avenue NW
074-020,Start_Description,CR # 71
S.69.7.955.002,Start_Description,Butler Rd
035-040,Start_Description,E LIM GENEVA
S.49.7.258.001,Start_Description,CSAH 26
HEN.676,Start_Description,SEE INTERSECTING CSAH 101
S.55.4.12.001,Start_Description,Olmsted CTH 36/Olmsted 123
HEN.683,Start_Description,S OF 75th PL N TO S OF W Lk DR
HEN.684,Start_Description,E OF CR 116 TO W OF LARKIN
S.56.4.14.003,Start_Description,Richville Corp Lmts
HEN.687,Start_Description,@ WYOMING AV N / WINNETKA AV N
S.43.4.4.001,Start_Description,USTH 3
HEN.69,Start_Description,N OF CSAH 153 TO S OF 29TH AVE
HEN.662,Start_Description,@ CSAH 6
HEN.692,Start_Description,93rd Av N/CR 30
HEN.693,Start_Description,@ CSAH 81
S.56.4.88.001,Start_Description,Fergus Falls Corp Lmts
HEN.695,Start_Description,N OF 610 RAMPS TO S OF 101ST A
HEN.696,Start_Description,N OF O G PKWY TO S OF 101ST AV
HEN.697,Start_Description,N OF FALLGOLD TO S OF OXBOW
S.86.4.17.003,Start_Description,0.05 miles North of 70th Street
HEN.70,Start_Description,South of 29th Av NE
HEN.256,Start_Description,SEE INTERSECTING CSAH 19
S.73.7.151.001,Start_Description,Co Rd 9
HEN.702,Start_Description,Territorial Rd/CR 116
HEN.703,Start_Description,Pine View Ln N
HEN.704,Start_Description,SEE INTERSECTING CSAH 116
HEN.705,Start_Description,N OF PINE VIEW TO S OF CSAH144
HEN.706,Start_Description,E OF ROGERS HS TO W OF CSAH 13
HEN.709,Start_Description,@ CANDLEWOOD DR
HEN.71,Start_Description,S OF 41ST TO M.P. 7.68
HEN.719,Start_Description,@ MNTH 55-W JCT
HEN.723,Start_Description,@ 96TH AVE N
HEN.727,Start_Description,@ USTH 169 (S JCT-W RAMP)
HEN.729,Start_Description,MP 2.68 TO W OF CHARLSON ROAD
HEN.73,Start_Description,E OF CSAH 2 TO W OF CSAH 57
HEN.730,Start_Description,E OF BRAXTON DR TO W OF CSAH 4
HEN.735,Start_Description,@ 90TH ST
HEN.737,Start_Description,SEE INTERSECTING CSAH 60
HEN.739,Start_Description,SEE INTERSECTING CSAH 101
HEN.74,Start_Description,@ CSAH 152 - 44 TH AVE N
HEN.740,Start_Description,@ DUCK LAKE ROAD
HEN.741,Start_Description,@ USTH 212 - SOUTH RAMP
HEN.744,Start_Description,@ VICKSBURG LA
HEN.750,Start_Description,N OF CSAH 27 TO N MPLS LIMITS
HEN.751,Start_Description,M.P. 9.51 TO S OF CSAH 24
HEN.756,Start_Description,SEE INTERSECTING CSAH 88
HEN.757,Start_Description,SEE INTERSECTING CSAH 24
HEN.758,Start_Description,M.P. 19.73 TO S OF CSAH 9
HEN.759,Start_Description,E OF CSAH 61 TO W OF FRNCH PRK
HEN.76,Start_Description,@ XERXES AVE N
HEN.760,Start_Description,M.P. 3.22 TO S OF 37TH AVE NE
HEN.761,Start_Description,N OF MNTH 100 TO S OF 47TH AVE
HEN.762,Start_Description,M.P. 20.72 TO S OF SHMDT LK RD
HEN.763,Start_Description,@ CO RD 47
HEN.764,Start_Description,E OF CSAH 61 TO W OF ZACHARY
HEN.766,Start_Description,@ EAGLE LAKE DRIVE W
HEN.769,Start_Description,E OF CSAH 101 TO W OF LAWNDALE
HEN.772,Start_Description,E OF 103/ 130 TO W OF NORTHWND
HEN.775,Start_Description,@ MAIN ST
HEN.777,Start_Description,M.P. 0.70 TO S OF 84TH AVE
HEN.778,Start_Description,@ CSAH 109
S.69.4.63.001,Start_Description,Intersection of Co Rd 60 and Co Rd 63
HEN.780,Start_Description,@ CSAH 109
HEN.782,Start_Description,E OF CSAH 81 TO W OF USTH 169
HEN.784,Start_Description,N OF EDNBRK TER TO S OF REGENT
HEN.79,Start_Description,N OF 57TH TO S OF KENTUCKY AV
HEN.791,Start_Description,Brockton Ln/CR 13
HEN.792,Start_Description,@ 101ST AVE N
HEN.793,Start_Description,@ ROGERS MEMORIAL DR/J.M. DR
HEN.795,Start_Description,@ 98TH ST
HEN.797,Start_Description,M.P. 1.40 TO M.P. 1.63
HEN.8,Start_Description,W OF LOGAN TO E OF CSAH 2
HEN.801,Start_Description,@ USTH 12 NORTH RAMP
HEN.802,Start_Description,WATERTOWER CIR TO W OF MNTH 55
HEN.806,Start_Description,43RD AVE TO M.P. 20.71
HEN.821,Start_Description,@ 73RD AVE NO
HEN.823,Start_Description,N OF 610 N RAMP TO OAK GRV PKW
S.86.4.6.007,Start_Description,Co Rd 35 W
HEN.835,Start_Description,CHECK
S.47.4.4.003,Start_Description,0.37 mile east of 240th St
HEN.86,Start_Description,W OF CO RD 159 TO M.P. 9.04
HEN.9,Start_Description,E OF LOUISANA TO W OF HMPSHIRE
HEN.909,Start_Description,SEE INTERSECTING CSAH GAP
HEN.958,Start_Description,SEE INTERSECTING GAP IN CTY RD
HEN.960,Start_Description,SEE INTERSECTING GAP IN CTY RD
S.25.4.12.005,Start_Description,State Highway 57
S.69.4.76.001,Start_Description,Intersection of Old Hwy 169 and U.S. Route 169
S.73.7.150.002,Start_Description,Hwy 24
S.86.4.12.001,Start_Description,Nelson Blvd
S.86.4.37.005,Start_Description,Dempsey Avenue NW
S.86.4.12.003,Start_Description,17th Street S
S.69.9.3067.001,Start_Description,Dewey lake Shores Rd
S.69.4.38.001,Start_Description,Normanna Rd
S.86.4.30.004,Start_Description,County Highway 5 SW
S.73.7.146.002,Start_Description,Hwy 15
S.69.7.334.002,Start_Description,Barker Rd S
S.73.4.46.001,Start_Description,Co Rd 44
S.86.4.17.002,Start_Description,0.10 miles South of 7th Street South
S.69.7.780.001,Start_Description,Lake Leander Rd
S.86.4.18.001,Start_Description,Jason Avenue NE
S.86.4.18.002,Start_Description,Fenning Avenue
S.56.7.130.001,Start_Description,Leek Lake Dr
S.86.4.18.004,Start_Description,Jamison Avenue NE
S.25.7.168.001,Start_Description,STH 60
S.86.4.19.001,Start_Description,River Road NE
S.86.4.19.002,Start_Description,32nd Street NE
S.86.4.19.003,Start_Description,50th Street NE
S.09.7.101.001,Start_Description,Webbking Dr/CR 3
045-150,Start_Description,CSAH 47
S.86.7.109.002,Start_Description,15th St NW
S.73.7.143.001,Start_Description,Co Rd 44
S.69.7.443.002,Start_Description,CSAH 73
S.86.4.7.007,Start_Description,Co Rd 39 NW
S.18.4.3.005,Start_Description,CSAH 3 / CSAH 66
S.43.4.20.001,Start_Description,MNTH 22
014-072,Start_Description,TH 13
S.69.7.874.001,Start_Description,Hwy 2
S.86.4.4.001,Start_Description,Cokato Street E
S.86.4.3.003,Start_Description,60th Street SW
035-020,Start_Description,FAI 35
S.73.7.160.001,Start_Description,Co Rd 50
HEN.234,Start_Description,@ CSAH 6-E JCT
HEN.691,Start_Description,E. of CSAH 123/ Greenfield-Corcoran City border
S.86.4.12.002,Start_Description,3rd Street N
S.69.4.43.002,Start_Description,Howard Gnesen Rd (CSAH 34)
S.25.7.45.001,Start_Description,365th St
S.69.7.245.001,Start_Description,Intersection of Washburn Rd and Maple St
S.55.4.34.002,Start_Description,Olmsted CTH 3/Frontier RdSE
S.73.7.183.002,Start_Description,Hwy 28
S.73.4.10.003,Start_Description,1st St
014-070,Start_Description,FAI 90
S.86.4.34.001,Start_Description,Highway 55
S.73.4.13.003,Start_Description,State St
S.69.4.20.002,Start_Description,CSAH 4
S.86.7.132.001,Start_Description,Co Rd 7 NW
014-071,Start_Description,700 AV
S.86.4.33.005,Start_Description,Main Street
S.69.4.98.001,Start_Description,Intersection of Canosia Rd and Industrial Rd
S.69.7.655.001,Start_Description,CSAH 1
S.69.4.48.005,Start_Description,CSAH 223
S.69.4.48.004,Start_Description,Seville Rd
S.86.4.37.003,Start_Description,County Road 6 NW
S.86.4.35.005,Start_Description,Baker Avenue NW
S.86.4.35.006,Start_Description,Highway 55
S.86.4.35.007,Start_Description,County Road 134 NE
S.56.4.45.002,Start_Description,CSAH 1
S.73.7.147.001,Start_Description,Co Rd 48
030-050,Start_Description,TH 251
S.69.4.48.003,Start_Description,Miller Trunk Hwy
S.18.4.39.001,Start_Description,CSAH 11
S.86.4.6.002,Start_Description,Co Rd 30 SW
S.56.4.1.003,Start_Description,Fergus Falls Corp Lmts
S.09.4.15.002,Start_Description,"CR 15 segment ends, next segment 15 starts"
S.13.7.81.002,Start_Description,Intersection of Reed Ave and St. Croix Trail
S.86.4.37.008,Start_Description,Jansen Avenue NE
S.86.4.20.004,Start_Description,Division Street E
034-120,Start_Description,CSAH 35
S.69.4.40.001,Start_Description,CSAH 43
S.86.4.38.003,Start_Description,0.13 miles West of Douglas Drive
S.86.4.33.001,Start_Description,Highway 55
S.73.4.51.001,Start_Description,Co Rd 50
S.69.7.896.001,Start_Description,Lindahl Rd
S.86.4.39.0012,Start_Description,Nashua Avenue NE
036-020,Start_Description,0.5 MI SO OF TH 251
S.86.7.124.001,Start_Description,Co Rd 8 NW
S.56.4.73.002,Start_Description,MNTH 210
