CRSP_ID,County_Name,Start_Description,End_Description
HEN.589,Hennepin,N OF 10TH AVE TO S OF PLYMOUTH,N OF 32ND TO 35TH AVE
HEN.591,Hennepin,M.P. 2.81 TO S OF QUEBEC AVE,N OF QUEBEC AVE TO M.P. 03.17
HEN.593,Hennepin,@ LOUISIANA AVE,@ WELCOME AVE-RT
HEN.594,Hennepin,N OF CSAH 9 TO S OF 45TH AVE N,@ CSAH 10
HEN.596,Hennepin,SEE INTERSECTING CSAH 136,@ HIGHCREST DRIVE
HEN.597,Hennepin,M.P. 1.09 TO S OF CORVALLIS,N OF CORVALLIS TO 600' N OF CP
HEN.598,Hennepin,M.P. 0.44 TO S OF PRAIRIE DR,@ MNTH 55
HEN.599,Hennepin,N OF 51ST PLA TO S OF 53RD AVE,@ 53RD AVENUE N
HEN.6,Hennepin,@ IRVING AVE N,@ KNOX AVE-LT/COMM ENT-RT
HEN.60,Hennepin,E OF XERXES TO W OF RUSSELL AV,E OF JAMES TO GIRARD AVE
HEN.603,Hennepin,W OF ZEALAND TO W OF XYLON AVE,E OF XYLON TO W OF CSAH 156
HEN.611,Hennepin,E OF NESBITT TO W OF CSAH 34,Normandale Blvd/CSAH 34
HEN.612,Hennepin,@ 98TH ST (W JCT),@ LYNDALE AVE
HEN.617,Hennepin,@ FAI 494 SOUTH RAMP,@ TH 62 NORTH RAMP
HEN.618,Hennepin,N OF 69TH ST TO S STHDALE EXIT,N OF STHDALE EXIT TO S CSAH 53
HEN.619,Hennepin,France Av/CSAH 17,W of York Av/CSAH 31
HEN.62,Hennepin,@ 13TH AVE NE,@ 27TH AVE NE-RT/APT/PARK-LT
HEN.622,Hennepin,@ FERNBROOK LANE,E OF ANNAPOLIS TO W OF FAI 494
HEN.625,Hennepin,MP 255 TO N OF CSAH 130,S OF 68TH AV TO N OF FAI NRAMP
HEN.626,Hennepin,@ FAI 94 WEST RAMP,@ CSAH 130
HEN.633,Hennepin,E OF NIAGARA TO W OF FERNBROOK,E OF NIAGARA TO W OF FERNBROOK
HEN.634,Hennepin,N OF EFLR TO S OF W EAGLE LK,N OF EFLR TO S OF W EAGLE LK
HEN.637,Hennepin,M.P. 23.99 TO S OF 73RD AVE,M.P. 23.99 TO S OF 73RD AVE
HEN.638,Hennepin,West of Upland Ln N,CR 81
HEN.64,Hennepin,S LIM MAPLE PLN TO S OF TH 12,@ USTH 12
S.73.4.9.006,Stearns,Co Rd 155,Ridgeway Dr
HEN.643,Hennepin,W COUNTY LINE TO W OF R LK RD,@ BRAXTON DRIVE
S.86.4.37.002,Wright,Rhoades Avenue NW,County Road 6 NW
HEN.646,Hennepin,E OF CSAH 60 TO W OF PIONEER,E OF FV/P LN TO W OF CSAH 61
045-010,Freeborn,TH 65,HAMMER
S.43.4.2.003,McLeod,MNTH 22,190th St
HEN.650,Hennepin,CSAH 110 INTERSECTION,E OF CSAH 19 TO N LOMA LINDA
S.13.4.10.001,Chisago,.35 Miles West of Intersection of Co Hwy 10 and Skogman Lake Rd,Intersection of Forest Blvd and South St
S.86.4.38.001,Wright,County Road 3 NW,62nd Street NW
S.86.4.75.001,Wright,Wright County Line,0.87 miles SE of Hwy 24
S.18.7.103.001,Crow Wing,CSAH 39,CSAH 3 / CSAH 36
HEN.658,Hennepin,526' E TO MUNI SPLIT,300' S OF LL TRL TO WYZ BLV/12
S.13.7.57.001,Chisago,Intersection of Government Rd and Sunrise Rd,Intersection of 490th St and Forest Blvd
S.86.4.3.006,Wright,County Road 35 W,County Road 37 NW
S.69.4.46.001,St. Louis,U.S. Rte 2,MN-33
S.04.4.22.006,Beltrami,3.19 miles E of Long Lake Dr NE,2.40 miles W of Co Rd 39
S.86.4.39.003,Wright,Howe Avenue NW,County Road 8 NW
HEN.67,Hennepin,@ JOHNSON STREET NE,E OF HAYES ST TO W OF STINSON
S.86.7.106.003,Wright,Clementa Avenue NW,Cahill Ave NE
074-020,Freeborn,CR # 71,T.H. # 13.
S.69.7.955.002,St. Louis,Butler Rd,Mineral Ave
035-040,Freeborn,E LIM GENEVA,CSAH 26
S.49.7.258.001,Morrison,CSAH 26,S LIMITS LITTLE FALLS
HEN.676,Hennepin,SEE INTERSECTING CSAH 101,MP 3.04 TO MP 3.45
S.55.4.12.001,Olmsted,Olmsted CTH 36/Olmsted 123,USTH 52
HEN.683,Hennepin,S OF 75th PL N TO S OF W Lk DR,S OF 75th PL N TO S OF W Lk DR
HEN.684,Hennepin,E OF CR 116 TO W OF LARKIN,M.P. 12.81 TO W OF CSAH 101
S.56.4.14.003,Otter Tail,Richville Corp Lmts,MNTH 78
HEN.687,Hennepin,@ WYOMING AV N / WINNETKA AV N,SEE INTERSECTING CSAH 14
S.43.4.4.001,McLeod,USTH 3,Dorans St
HEN.69,Hennepin,N OF CSAH 153 TO S OF 29TH AVE,@ CSAH 93/37TH AVE
HEN.662,Hennepin,@ CSAH 6,@ USTH 12
HEN.692,Hennepin,93rd Av N/CR 30,@ CSAH 81
HEN.693,Hennepin,@ CSAH 81,N OF CSAH 30 TO S OF 96TH AVE
S.56.4.88.001,Otter Tail,Fergus Falls Corp Lmts,USTH 59
HEN.695,Hennepin,N OF 610 RAMPS TO S OF 101ST A,@ 109TH AVE NO
HEN.696,Hennepin,N OF O G PKWY TO S OF 101ST AV,@ 114TH AVE N
HEN.697,Hennepin,N OF FALLGOLD TO S OF OXBOW,W ON HAYDEN LK TO E OF TH 169
S.86.4.17.003,Wright,0.05 miles North of 70th Street,County Line Rd SE
HEN.70,Hennepin,South of 29th Av NE,37th Ave NE
HEN.256,Hennepin,SEE INTERSECTING CSAH 19,E OF TRAIL HAVEN R TO W OF 116
S.73.7.151.001,Stearns,Co Rd 9,Co Rd 52
HEN.702,Hennepin,Territorial Rd/CR 116,Pointe Drive
HEN.703,Hennepin,Pine View Ln N,S Diamond Lk Rd
HEN.704,Hennepin,SEE INTERSECTING CSAH 116,I-94 BRIDGE TO W OF MNTH 101
HEN.705,Hennepin,N OF PINE VIEW TO S OF CSAH144,N OF CSAH 144 TO S OF CSAH 13
HEN.706,Hennepin,E OF ROGERS HS TO W OF CSAH 13,E OF MP 8.11 TO W OF CSAH 12
HEN.709,Hennepin,@ CANDLEWOOD DR,N OF CANDLEWOOD TO M.P. 0.69
HEN.71,Hennepin,S OF 41ST TO M.P. 7.68,S OF CSAH 153 TO N OF 26TH AVE
HEN.719,Hennepin,@ MNTH 55-W JCT,@ CO RD 47
HEN.723,Hennepin,@ 96TH AVE N,@ WB 610 RAMPS
HEN.727,Hennepin,@ USTH 169 (S JCT-W RAMP),SEE INTERSECTING CSAH 28
HEN.729,Hennepin,MP 2.68 TO W OF CHARLSON ROAD,@ CSAH 39
HEN.73,Hennepin,E OF CSAH 2 TO W OF CSAH 57,SE OF COLFAX TO NW OF LYNDALE
HEN.730,Hennepin,E OF BRAXTON DR TO W OF CSAH 4,@ USTH 169 (N JCT-E RAMP)
HEN.735,Hennepin,@ 90TH ST,@ AMERICAN BLVD / 80TH STREET
HEN.737,Hennepin,SEE INTERSECTING CSAH 60,SEE INTERSECTING CSAH 61
HEN.739,Hennepin,SEE INTERSECTING CSAH 101,E OF TOWNLINE TO W OF CSAH 62
HEN.74,Hennepin,@ CSAH 152 - 44 TH AVE N,W OF HUMBOLDT TO E OF LOGAN
HEN.740,Hennepin,@ DUCK LAKE ROAD,@ FAI 494 EAST RAMP
HEN.741,Hennepin,@ USTH 212 - SOUTH RAMP,N OF DOMINICK TO S OF K-TEL
HEN.744,Hennepin,@ VICKSBURG LA,@ NIAGARA LANE/PARK ENT
HEN.750,Hennepin,N OF CSAH 27 TO N MPLS LIMITS,N OF OLD HWY 8 TO COUNTY LINE
HEN.751,Hennepin,M.P. 9.51 TO S OF CSAH 24,@ MNTH 55-E JCT
HEN.756,Hennepin,SEE INTERSECTING CSAH 88,E OF ANTHONY LN TO E CNTY LN
HEN.757,Hennepin,SEE INTERSECTING CSAH 24,@ MNTH 55
HEN.758,Hennepin,M.P. 19.73 TO S OF CSAH 9,N OF 42ND PL TO S OF 43RD AVE
HEN.759,Hennepin,E OF CSAH 61 TO W OF FRNCH PRK,E OF ZACHARY TO W OF NATHN/LAN
HEN.76,Hennepin,@ XERXES AVE N,@ CSAH 152 OSSEO ROAD
HEN.760,Hennepin,M.P. 3.22 TO S OF 37TH AVE NE,@ 37TH AVE NE-N LIMITS OF MPLS
HEN.761,Hennepin,N OF MNTH 100 TO S OF 47TH AVE,@ CSAH 10
HEN.762,Hennepin,M.P. 20.72 TO S OF SHMDT LK RD,N OF SHMDT LK RD TO M.P. 21.16
HEN.763,Hennepin,@ CO RD 47,@ EAST FISH LAKE ROAD
HEN.764,Hennepin,E OF CSAH 61 TO W OF ZACHARY,TH 169 INTERCHANGE
HEN.766,Hennepin,@ EAGLE LAKE DRIVE W,N OF 69TH TO S OF 70TH AVE N
HEN.769,Hennepin,E OF CSAH 101 TO W OF LAWNDALE,@ TIMBERCREST LANE
HEN.772,Hennepin,E OF 103/ 130 TO W OF NORTHWND,E OF ZEALAND TO W OF CSAH 81
HEN.775,Hennepin,@ MAIN ST,@ TH 169 WEST RAMP
HEN.777,Hennepin,M.P. 0.70 TO S OF 84TH AVE,N OF CSAH 109 TO M.P. 1.17
HEN.778,Hennepin,@ CSAH 109,@ CSAH 30
S.69.4.63.001,St. Louis,Intersection of Co Rd 60 and Co Rd 63,Intersection of Morton Rd and 1st Ave
HEN.780,Hennepin,@ CSAH 109,@ FALLGOLD PARKWAY
HEN.782,Hennepin,E OF CSAH 81 TO W OF USTH 169,@ MNTH 252
HEN.784,Hennepin,N OF EDNBRK TER TO S OF REGENT,@ TH 610 N-RAMP
HEN.79,Hennepin,N OF 57TH TO S OF KENTUCKY AV,south of 71st Av N
HEN.791,Hennepin,Brockton Ln/CR 13,E OF UPLAND LN TO W OF UPLAND
HEN.792,Hennepin,@ 101ST AVE N,N OF 109TH AV TO S OF 113TH AV
HEN.793,Hennepin,@ ROGERS MEMORIAL DR/J.M. DR,W OF R MEM DR TO E OF CSAH 150
HEN.795,Hennepin,@ 98TH ST,N OF 98TH ST TO S OF 90TH ST
HEN.797,Hennepin,M.P. 1.40 TO M.P. 1.63,M.P. 1.91 TO M.P. 2.87
HEN.8,Hennepin,W OF LOGAN TO E OF CSAH 2,W OF CSAH 2 TO E OF 26TH AVE N
HEN.801,Hennepin,@ USTH 12 NORTH RAMP,N OF HARMONY TO S OF 14TH AVE
HEN.802,Hennepin,WATERTOWER CIR TO W OF MNTH 55,@ MNTH 55
HEN.806,Hennepin,43RD AVE TO M.P. 20.71,43RD AVE TO M.P. 20.71
HEN.821,Hennepin,@ 73RD AVE NO,@ CSAH 130
HEN.823,Hennepin,N OF 610 N RAMP TO OAK GRV PKW,N OF OAK GRV PKW TO S OF 101ST
S.86.4.6.007,Wright,Co Rd 35 W,Co Rd 37 NW
HEN.835,Hennepin,CHECK,CHECK
S.47.4.4.003,Meeker,0.37 mile east of 240th St,Meeker CHT 21
HEN.86,Hennepin,W OF CO RD 159 TO M.P. 9.04,W OF CO RD 159 TO M.P. 9.04
HEN.9,Hennepin,E OF LOUISANA TO W OF HMPSHIRE,E OF HAMPSHIRE TO W OF CSAH102
HEN.909,Hennepin,SEE INTERSECTING CSAH GAP,SEE INTERSECTING CSAH GAP
HEN.958,Hennepin,SEE INTERSECTING GAP IN CTY RD,SEE INTERSECTING GAP IN CTY RD
HEN.960,Hennepin,SEE INTERSECTING GAP IN CTY RD,SEE INTERSECTING GAP IN CTY RD
S.25.4.12.005,Goodhue,State Highway 57,County 10 Blvd
S.69.4.76.001,St. Louis,Intersection of Old Hwy 169 and U.S. Route 169,.55 Miles North of Intersection of Old Hwy 169 and U.S. Route 169
S.73.7.150.002,Stearns,Hwy 24,Stearns County Line
S.86.4.12.001,Wright,Nelson Blvd,3rd Street N
S.86.4.37.005,Wright,Dempsey Avenue NW,State Highway 25
S.86.4.12.003,Wright,17th Street S,Lake Blvd S
S.69.9.3067.001,St. Louis,Dewey lake Shores Rd,""
S.69.4.38.001,St. Louis,Normanna Rd,N Tischer Rd (CSAH 40)
S.86.4.30.004,Wright,County Highway 5 SW,County Road 6 SW
S.73.7.146.002,Stearns,Hwy 15,Co Rd 45
S.69.7.334.002,St. Louis,Barker Rd S,Lost Lake Rd
S.73.4.46.001,Stearns,Co Rd 44,Stearns County Line
S.86.4.17.002,Wright,0.10 miles South of 7th Street South,0.05 miles North of 70th Street
S.69.7.780.001,St. Louis,Lake Leander Rd,Segment terminates at end of Road
S.86.4.18.001,Wright,Jason Avenue NE,Broadway Street E
S.86.4.18.002,Wright,Fenning Avenue,72nd Street NE
S.56.7.130.001,Otter Tail,Leek Lake Dr,CSAH 4
S.86.4.18.004,Wright,Jamison Avenue NE,Labeaux Avenue NE
S.25.7.168.001,Goodhue,STH 60,445th St
S.86.4.19.001,Wright,River Road NE,32nd Street NE
S.86.4.19.002,Wright,32nd Street NE,50th Street NE
S.86.4.19.003,Wright,50th Street NE,CSAH 38
S.09.7.101.001,Carlton,Webbking Dr/CR 3,1/2 mile east of Thell/Bandle Court Rd
045-150,Freeborn,CSAH 47,NORTH COUNTY LINE.
S.86.7.109.002,Wright,15th St NW,Hwy 55
S.73.7.143.001,Stearns,Co Rd 44,227th Ave E
S.69.7.443.002,St. Louis,CSAH 73,CSAH 73
S.86.4.7.007,Wright,Co Rd 39 NW,Hwy 24
S.18.4.3.005,Crow Wing,CSAH 3 / CSAH 66,CSAH 1
S.43.4.20.001,McLeod,MNTH 22,MNTH 19
014-072,Freeborn,TH 13,CSAH 20.
S.69.7.874.001,St. Louis,Hwy 2,Hwy 33
S.86.4.4.001,Wright,Cokato Street E,35th Street SW
S.86.4.3.003,Wright,60th Street SW,Cokato Street W
035-020,Freeborn,FAI 35,W LIM GENEVA
S.73.7.160.001,Stearns,Co Rd 50,Co Rd 2
HEN.234,Hennepin,@ CSAH 6-E JCT,@ USTH 12-W JCT
HEN.691,Hennepin,E. of CSAH 123/ Greenfield-Corcoran City border,E OF TR HVN TO W OF M.P. 11.11
S.86.4.12.002,Wright,3rd Street N,17th Street S
S.69.4.43.002,St. Louis,Howard Gnesen Rd (CSAH 34),Jean Duluth Rd (CSAH 37)
S.25.7.45.001,Goodhue,365th St,County 9 Blvd
S.69.7.245.001,St. Louis,Intersection of Washburn Rd and Maple St,.41 Miles North of Intersection of Washburn Rd and Beyer Rd
S.55.4.34.002,Olmsted,Olmsted CTH 3/Frontier RdSE,Olmsted CTH 22
S.73.7.183.002,Stearns,Hwy 28,Co Rd 18
S.73.4.10.003,Stearns,1st St,Co Rd 17
014-070,Freeborn,FAI 90,240 ST
S.86.4.34.001,Wright,Highway 55,Labeauxe Ave NE
S.73.4.13.003,Stearns,State St,0.25 miles E of Co Rd 175
S.69.4.20.002,St. Louis,CSAH 4,Old State Highway 135
S.86.7.132.001,Wright,Co Rd 7 NW,Co Rd 8 NW
014-071,Freeborn,700 AV,TH 13
S.86.4.33.005,Wright,Main Street,0.12 miles south of 32nd Street SE
S.69.4.98.001,St. Louis,Intersection of Canosia Rd and Industrial Rd,Intersection of Canosia Rd and E St. Louis River Rd
S.69.7.655.001,St. Louis,CSAH 1,Chippewa Shores
S.69.4.48.005,St. Louis,CSAH 223,Howard Gnesen Rd (CSAH 34)
S.69.4.48.004,St. Louis,Seville Rd,Fish Lake Rd (CSAH 43)
S.86.4.37.003,Wright,County Road 6 NW,Highway 55
S.86.4.35.005,Wright,Baker Avenue NW,Central Avenue
S.86.4.35.006,Wright,Highway 55,County Road 134 NE
S.86.4.35.007,Wright,County Road 134 NE,Edmonson Avenue NE
S.56.4.45.002,Otter Tail,CSAH 1,CSAH 74
S.73.7.147.001,Stearns,Co Rd 48,Hwy 15
030-050,Freeborn,TH 251,1.0 MI N
S.69.4.48.003,St. Louis,Miller Trunk Hwy,Seville Rd
S.18.4.39.001,Crow Wing,CSAH 11,CSAH 16
S.86.4.6.002,Wright,Co Rd 30 SW,15th St
S.56.4.1.003,Otter Tail,Fergus Falls Corp Lmts,CSAH 10
S.09.4.15.002,Carlton,"CR 15 segment ends, next segment 15 starts",CR 6
S.13.7.81.002,Chisago,Intersection of Reed Ave and St. Croix Trail,Intersection of Wild Mountain Rd and Reed Ave
S.86.4.37.008,Wright,Jansen Avenue NE,Maciver Avenue NE
S.86.4.20.004,Wright,Division Street E,Labeauxe Ave NE
034-120,Freeborn,CSAH 35,NO CO LINE
S.69.4.40.001,St. Louis,CSAH 43,E Pioneer Rd (CSAH 40)
S.86.4.38.003,Wright,0.13 miles West of Douglas Drive,Excelsior Avenue S
S.86.4.33.001,Wright,Highway 55,Eckert Ave SE
S.73.4.51.001,Stearns,Co Rd 50,Co Rd 2
S.69.7.896.001,St. Louis,Lindahl Rd,S Ugstad Rd
S.86.4.39.0012,Wright,Nashua Avenue NE,0.04 miles East of Quaday Avenue
036-020,Freeborn,0.5 MI SO OF TH 251,TH 251
S.86.7.124.001,Wright,Co Rd 8 NW,Dampsey Ave NW
S.56.4.73.002,Otter Tail,MNTH 210,MNTH 29
S.13.4.19.001,Chisago,Intersection of Fawn Lake Dr NE and Lyons St NE,T-Intersection of Fawn Lake Dr NE and Falcon Ave N
S.55.4.2.002,Olmsted,Havermill Rd NQ,MNTH 42/41st St SE
S.86.4.39.008,Wright,Dalton Avenue NE,W Broadway Street
S.86.4.39.009,Wright,W Broadway Street,Haug Avenue NE
S.43.4.3.003,McLeod,MNTH 22,McLeod CTH 15
S.04.4.59.001,Beltrami,Bemidji Rd NE,Hwy 71
S.86.7.106.002,Wright,Co Rd 8 NW,Clementa Avenue NW
S.69.4.47.003,St. Louis,US Hwy 53,CSAH 7
S.86.4.42.002,Wright,Hwy 101,0.14 miles N of Park Ave NE
S.09.4.1.008,Carlton,Harney Rd,E St Louis River Rd/CR 696 (St. Louis Co)
S.13.4.9.002,Chisago,T-Intersection of Oasis Rd and Park Trail,Intersection of Oasis Rd and St. Croix Trail
006-011,Freeborn,CSAH 27,CSAH 29
S.04.4.22.002,Beltrami,Hwy 89,Irvine Ave NW
S.43.4.7.004,McLeod,McLeod CH 8/Airport Rd/York Rd,McLeod CTH 82/S Grade Rd SW
S.47.4.9.001,Meeker,0.36 North of 246th Dr,USTH 12
S.43.4.4.004,McLeod,MNTH 7,MNTH 7
S.73.7.155.001,Stearns,Co Rd 9,Co Rd 3
S.69.8.730.001,St. Louis,Hwy 5,Dean Forest Rd
S.73.7.177.002,Stearns,Co Rd 12,Co Rd 10
S.47.4.18.003,Meeker,Meeker CTH 14/Meeker CTH 12,MNTH 15
HEN.675,Hennepin,SEE INTERSECTING COUNTY RD 139,E OF CSAH 10 TO W OF CSAH 92
S.18.4.5.001,Crow Wing,CSAH 20 / Riverside Dr,CSAH 49
S.09.4.26.001,Carlton,University Rd/CR 5,I-35 overpass
S.86.4.6.009,Wright,Hwy 55,Hemlock St
S.86.4.37.006,Wright,State Highway 25,Jason Avenue NE
S.69.4.15.001,St. Louis,US Hwy 53,CSAH 223
S.73.7.126.001,Stearns,Co Rd 185,Co Rd 170
S.86.4.3.002,Wright,95th Street SW,60th Street SW
HEN.370,Hennepin,E OF CO RD 201 TO W OF WILLOW,E OF CO RD 118 TO M.P. 4.33
S.73.7.139.001,Stearns,Co Rd 2,Broadway St E
S.56.4.4.004,Otter Tail,CSAH 60,Becker County Line
014-060,Freeborn,CSAH 46,FAI 90
S.73.4.5.001,Stearns,Co Rd 3,1.25 miles W of Co Rd 2
S.55.4.14.003,Olmsted,USTH 52,USTH 63/Olmsted CTH 33
S.86.4.75.004,Wright,0.11 miles SE of 120th St NE,Elm St
S.86.4.75.005,Wright,Elm St,Fenning Ave
S.86.7.112.001,Wright,Clementa Ave SW,Hwy 25
S.04.4.5.002,Beltrami,Russell Dr NW,Hwy 2
S.04.4.21.003,Beltrami,Glidden Rd NE,Island View Dr NE
S.69.7.692.002,St. Louis,Lismore Rd,E Pioneer Rd
S.69.7.443.001,St. Louis,Floodwood River Rd,Hwy 18
S.86.4.7.003,Wright,Co Rd 35 W,25th St NW
S.13.7.82.001,Chisago,Intersection of 310th St and Pleasant Valley Rd,Intersection of Pleasant Valley Rd and Lake Blvd
HEN.249,Hennepin,Rebecca Park Trl/CSAH 50,E. of CSAH 123/ Greenfield-Corcoran City border
S.49.7.214.001,Morrison,MN TH 27,CSAH 52
HEN.647,Hennepin,SEE INTERSECTING CSAH 92,E OF HALSTEAD TO M.P. 2.51
S.73.4.24.001,Stearns,Hwy 28,Stearns County Line
S.13.4.1.001,Chisago,Intersection of Co Hwy 1 and 540th St,Intersection of Co Hwy 1 and Ramp Entrance to I-35
S.69.7.636.001,St. Louis,Heritage Trail,Dead End
HEN.653,Hennepin,M.P. 0.65 TO W OF CSAH 92,M.P. 0.65 TO W OF CSAH 92
S.56.4.74.001,Otter Tail,CSAH 35,CSAH 45
S.73.7.184.001,Stearns,Co Rd 183,Minette Rd
S.56.4.41.002,Otter Tail,MNTH 108,CSAH 4
S.86.7.106.004,Wright,Cahill Ave NE,Hwy 25
S.73.4.52.001,Stearns,Co Rd 9,Co Rd 3
S.18.4.16.002,Crow Wing,CSAH 39 / CSAH 16,CSAH 66
HEN.244,Hennepin,SEE INTERSECTING CSAH 139,E OF CSAH 90 TO W LIM LORETTO
S.73.7.111.001,Stearns,Co Rd 12,Co Rd 23 NW
S.73.4.28.001,Stearns,Co Rd 18,Hwy 71
046-050,Freeborn,E LIMS ALBERT LEA,CSAH 26
S.69.7.588.001,St. Louis,Green Rock Rd,Dead End
S.04.4.8.003,Beltrami,Swenson Rd SE,Beltrami County Line
084-010,Freeborn,CSAH 18,T.H. #65.
S.73.4.21.001,Stearns,Co Rd 9,Co Rd 2
S.73.7.185.001,Stearns,Co Rd 17,Co Rd 65
S.49.7.231.001,Morrison,CSAH 258,USTH 10
S.13.4.23.002,Chisago,T-Intersection of Chisago Blvd and Lofton Ave,Intersection of Olinda Trail and Chisago Blvd
S.56.4.4.001,Otter Tail,USTH 59,CSAH 31
S.69.4.43.003,St. Louis,Jean Duluth Rd (CSAH 37),Homestead Rd (CSAH 42)
S.69.7.915.001,St. Louis,Sturgeon Rd / CR 65,Ski Trail Rd / CR 501
S.86.4.7.004,Wright,25th St NW,0.26 miles S of 4th St W
S.86.7.119.002,Wright,Jamison Avenue NE,St Michael Pkwy
S.49.4.26.004,Morrison,MN TH 25,CSAH 33
S.25.4.4.001,Goodhue,State Highway 58,State Highway 58
S.09.7.113.001,Carlton,Big Lake Rd/CR 7,Hardwood Lake Rd/CR 114
S.73.7.131.001,Stearns,Co Rd 3,Co Rd 2
S.69.9.8217.001,St. Louis,Lenort Rd / CR 795,Hwy 21
S.69.4.35.001,St. Louis,Lavaque Rd (CSAH 48),Arnold Rd (CSAH 36)
S.56.4.60.001,Otter Tail,USTH 10,CSAH 51
S.86.7.129.001,Wright,Co Rd 3NW,Co Rd 3NW
S.55.4.18.002,Olmsted,Ash Rod NW,Olmsted CTH 1/135th St NE
HEN.250,Hennepin,@ CSAH 10,VAL VIEW TERR TO S OF CR 159
S.86.7.134.001,Wright,Hwy 55,20th St NE
S.69.4.137.001,St. Louis,MN-37,Us Hwy 169
S.43.4.16.002,McLeod,MNTH 7,McLeod CH 5
S.86.7.138.001,Wright,Hwy 55,Hwy 25
S.86.7.139.001,Wright,Babcock Blvd,65th St SE
S.73.4.44.002,Stearns,Co Rd 7,Co Rd 7
S.86.4.8.007,Wright,Co Rd 39 NW,Co Rd 75 NW
S.86.7.147.001,Wright,Settlers Pkwy,Calder Ave SE
S.86.7.148.001,Wright,35th St NE,0.50 miles N of 35th St NE
S.04.4.14.001,Beltrami,Becida Rd SW,0.33 miles N of Juneberry Rd NW
S.47.4.2.001,Meeker,MNTH 24,MNTH 55
S.04.4.10.001,Beltrami,Clearline Rd SW,Centerline Rd SW
S.04.4.11.001,Beltrami,Washington Ave S,15th St SW
S.04.4.11.002,Beltrami,15th St SW,Division St W
S.04.4.11.003,Beltrami,Divisino St W,0.20 miles N of Florence Ct NW
S.04.4.11.004,Beltrami,0.20 miles N of Florence Ct NW,U.S. Rte 2
S.04.4.12.001,Beltrami,1st St E,Power Dam Rd NE
S.04.4.12.002,Beltrami,Lake Ave NE,1.67 miles E of Lake Ave NE
S.73.7.149.001,Stearns,Stearns County Line,Co Rd 48
S.69.4.7.001,St. Louis,Intersection of Co Hwy 7 and Co Hwy 8,Intersection of Co Hwy 7 and U.S. Route 53
S.49.7.242.001,Morrison,CSAH 26,CSAH 37
HEN.247,Hennepin,N OF TH 55 TO S OF PIONEER TRL,W of CR 117 to E of Prairie Ln
S.86.4.36.001,Wright,I-94 WB Ramps,Main Street
S.04.4.9.001,Beltrami,U.S. Rte 2,Grange Rd NW
S.04.4.15.001,Beltrami,30h St NW,Anne St NW
S.04.4.15.002,Beltrami,Anne St NW,Grange Rd NW
S.25.4.2.002,Goodhue,US Highway 63,US Highway 63
S.86.4.13.001,Wright,0.42 miles north of Ortloff Trail NW,County Road 30 SE
S.73.4.4.001,Stearns,Co Rd 3,Co Rd 120
S.69.7.1014.001,St. Louis,T-Intersection of Lavaque Bypass Rd and Ugstad Rd,2.5 Miles North of Intersection of Martin Rd and Ugstad Rd
S.04.4.17.002,Beltrami,Annebelle St NE,Bemidji Ave N
S.04.4.19.001,Beltrami,Power Dam Rd NE,Elliot Rd NE
S.49.7.256.001,Morrison,CSAH 35,MN TH 27
S.86.4.35.004,Wright,Colbert Avenue NW,Baker Avenue NW
S.43.4.2.005,McLeod,MNTH 7,.33 mi N of 228th St
S.13.4.25.001,Chisago,T-Intersection of Olinda Trail and 289th Ct,.12 Miles North of Intersection 240th St N and Olinda Trail
S.25.7.50.002,Goodhue,US Highway 52,County 7 Blvd
S.04.4.21.001,Beltrami,Paul Bunyan Dr NW,24th St NW
S.04.4.21.002,Beltrami,29th St NE,Glidden Rd NE
S.13.4.12.001,Chisago,T-Intersection of Park Trail and Oasis Rd,Intersection of Route 95 and Park Trail
S.09.4.13.003,Carlton,CR 8,Barnum city border (south)
S.18.4.13.001,Crow Wing,TH 371,CSAH 4 / Red Pine Dr
S.69.7.266.002,St. Louis,T-Intersection of Laine Rd and Two Harbors Rd,T-Intersection of Laine Rd and Nappa Rd
S.73.4.41.001,Stearns,Co Rd 42,8th St S
S.69.7.258.001,St. Louis,T-Intersection of Lismore Rd and Bergquist Rd,T-Intersection of Bergquist Rd and MN 61
S.56.4.74.002,Otter Tail,CSAH 45,CSAH 1
S.04.4.23.007,Beltrami,Bushy Lane Rd NE,Hwy 72
S.73.7.113.001,Stearns,Co Rd 12,Co Rd 177
084-040,Freeborn,T.H. #65,CR #81 SOUTH.
S.56.4.55.002,Otter Tail,Ottertail Corp Lmts,MNTH 108
S.04.4.23.004,Beltrami,Hwy 1,Cormant Rd NE
S.69.7.440.001,St. Louis,Alborn Pengilly Trail,S Town Line Rd
S.04.4.23.006,Beltrami,Battle River Rd NE,Sunflower Rd NE
S.04.4.57.001,Beltrami,Bemidji Rd NE,0.07 miles E of Raspberry Ct NE
005-020,Freeborn,CO RD 79,S LIM GLENVILLE
S.43.7.55.001,McLeod,McLeod CTH 2,Falcon Ave N
S.56.4.35.007,Otter Tail,CSAH 41,Dent Corp Lmts
S.56.4.15.003,Otter Tail,CSAH 86,CSAH 1
S.49.4.10.001,Morrison,CSAH 26,CSAH 34
S.73.4.3.002,Stearns,Co Rd 17,450th St
S.56.7.115.001,Otter Tail,CSAH 74,CSAH 35
S.73.7.165.002,Stearns,Co Rd 2,121st Ave
011-010,Freeborn,W CO LINE,CSAH #2
S.73.7.145.001,Stearns,Co Rd 45,Co Rd 44
S.47.4.36.001,Meeker,USTH 30,MNTH 22
