,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
1959,HEN.223,,1,1,5,RP.223,,2762.955911,,Hennepin,Metro MN,27,0,,10,New Hope,Bass Lake Rd,Winnetka Av,@ LOUISIANA AVE,20.52,21.01,2013,16500,0.523287104,15.76,0,0,Suburban,Urban,UM,UM,YES,Y,Mixed Use,Paved,4-Lane,Undivided,Multi-Lane Undivided,30,Imagery 17,None,None,11,Curb & Gutter,2,Undivided,NV,3,None,Present,None,Both Sides,None,12,8,4,0,3,27,51.59691453,Small section at Winnetka intersection with curb median.,29,0,0,0,0,23,0,9,0,0,0,0,0,0,0,3,7,19,29,1267200,,0,1,1,1,0,0,0,0,0,1,1,0,1,1,7,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,1,0,0
1960,HEN.225,,1,1,5,RP.225,,2276.409819,,Hennepin,Metro MN,27,0,,12,Champlin,Dayton Rd,Mead St,US 169/CR 12,7.29,7.68,2015,11645,0.431138223,9.16,4,9.28,Suburban,Urban,UM,UM,YES,Y,Residential,Paved,4-Lane,Divided,Multi-Lane Divided,30,Imagery 14,None,None,12,Curb & Gutter,2,Undivided,NV,2S,Present,Present,None,None,Separated,7,0,11,0,2,20,46.38883522,,9,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,4,5,9,387000,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
1962,HEN.228,,1,1,5,RP.228,,2216.024818,,Hennepin,Metro MN,27,0,,52,Minneapolis,Hennepin Av E,@ CSAH 152,N OF R F DR TO N END OF BRIDGE,11.06,11.48,2012,24080,0.41970167,18.44,1,2.38,Urban Core,Urban,UM,UM,YES,Y,Commercial,Paved,6-Lane,Divided,Multi-Lane Divided,30,Imagery 17,None,None,12,Curb & Gutter,2,Curb,4,3,None,None,None,Both Sides,Both Sides,5,1,0,0,0,6,14.29586877,4-lanes on SW end of segment. Median width varies.,77,2,6,0,0,41,0,13,6,0,1,2,1,0,2,11,15,49,77,4737200,,1,1,0,1,0,1,0,0,1,0,0,0,1,1,7,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
1963,HEN.23,,1,1,5,RP.23,,10758.14904,,Hennepin,Metro MN,27,0,,48,Minneapolis,Minnehaha Av,@ CSAH 46,N OF 32ND ST TO 31ST ST,0,2.04,2012,10020,2.037528228,37.26,0,0,Urban Core,Urban,UM,UM,YES,Y,Mixed Use,Paved,2-Lane,Undivided,2-Lane Undivided,30,Imagery 17,None,None,10,Curb & Gutter,6,Undivided,NV,3,Present,Present,Both Sides,Both Sides,Both Sides,36,22,26,0,1,85,41.71721346,Completely reconstructed street- with bump-outs and lovely bike lanes.,152,1,11,0,0,88,0,38,6,0,1,2,1,0,1,9,52,90,152,7346000,,0,1,1,0,1,0,0,0,0,1,0,0,1,0,5,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
1476,S.18.4.3.002,,1,1,3,,,37605.09517,,Crow Wing,Greater MN,18,4,CSAH,3,merrifield,CSAH 3 / Mill Ave,Lakeview Ln,CSAH 3,"LAT:46°22'50.36""N,LON: 94°10'37.48""W","LAT:46°28'54.72""N,LON: 94°10'23.02""W",2015,8110,7.122177116,105.41,10,1.4,Rural,Rural,RG,Rural,YES,nv,Natural,Paved,2-lane,Undivided,2-lane Undivided,55,Statutory,None,None,11.5,Paved,9,Undivided,None,1,Present,Present,None,None,None,34,24,60,2,3,123,17.27000017,,57,1,24,1,0,24,1,11,8,1,4,0,0,0,1,4,17,35,57,3022000,,0,1,0,0,0,0,0,1,1,1,0,1,0,0,5,,0,0,0,1,1,0,1,0,,NA,NA,NA,NA,NA
3164,S.56.4.36.001,,1,1,2,,,34869.24789,,Otter Tail,Greater MN,49,4,CSAH,36,,"Augustana Trail, Bruhn Beach Rd, 460th St, Delight Dr",CSAH 35,CSAH 60,,,2015,295,6.604024221,3.56,14,2.12,Rural,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,12.5,Gravel,4.5,Paint,NV,1,Present,Present,None,None,None,17,2,60,34,1,114,17.26220198,,5,1,2,1,0,2,0,0,1,0,0,0,0,0,1,0,0,4,5,621200,,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
3506,S.73.7.146.001,,1,1,3,,,19881.91058,,Stearns,Greater MN,73,7,CR,146,,Co Rd 146,Co Rd 141,Hwy 15,,,2015,320,3.765513367,2.2,3,0.8,Rural,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,12,Gravel,3,Undivided,NV,1,Present,Present,None,None,None,8,0,30,25,2,65,17.26192252,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
2636,S.04.4.47.003,,1,1,2,,,2141.340248,,Beltrami,Greater MN,4,4,CSAH,47,,Gate Ln NE,0.32 miles N of Hwy 71,Hwy 72,,,2014,570,0.405556865,0.42,2,4.93,Rural,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,12,Gravel,3,Undivided,NV,1,Present,Present,None,None,None,4,1,1,1,0,7,17.26021823,No Street View,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,1,0,1,1,0,1,0,0,5,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
552,S.69.7.312.002,,1,1,1,,,5512.868994,,St. Louis,Greater MN,69,7,CR,312,,CR 312 - Norway Ridge Rd,Fermoy Rd,Hwy 7,,,2015,170,1.044103976,0.32,0,0,Rural,Rural,RG,Rural,YES,YES,Natural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,11,Gravel,4,Undivided,NV,2S,Present,Present,NV,NV,NV,2,0,14,0,2,18,17.23966234,Railroad crossing - Second other access is clearing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
2053,HEN.354,,1,1,5,RP.354,,3372.25162,,Hennepin,Metro MN,27,0,,26,Minnetrista,CSAH 26,W COUNTY LINE TO M.P. 0.64,W COUNTY LINE TO M.P. 0.64,0,0.64,2016,1550,0.638684019,1.81,7,10.96,Rural,Rural,RM,Rural,YES,Y,Residential,Paved,2-Lane,Undivided,2-Lane Undivided,35,Imagery 14,None,None,11,Composite,4,Undivided,NV,2C,Present,Present,None,None,None,0,0,8,3,0,11,17.22291411,No google earth street view available,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,87000,,0,0,0,0,0,0,1,1,1,1,0,1,0,0,5,,0,0,0,0,0,0,0,1,,NA,NA,NA,NA,NA
2413,S.86.4.35.003,,1,1,3,,,20256.5513,,Wright,Greater MN,86,4,CSAH,35,,,County Road 8 SW,15th Street NW,,,2016,2000,3.836468049,14,3,0.78,Rural,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-lane,Undivided,2-lane Undivided,55,Statutory,None,None,11.5,Gravel,5,Undivided,NV,1,Present,Present,None,None,None,12,0,31,23,0,66,17.20332326,,18,1,12,1,0,4,0,2,1,0,1,0,0,0,1,0,5,12,18,1118600,,0,1,0,0,0,0,1,1,1,1,0,0,0,0,5,,0,0,0,0,0,1,1,1,,NA,NA,NA,NA,NA
3533,S.73.7.166.001,,1,1,3,,,21804.40246,,Stearns,Greater MN,73,7,CR,166,,Co Rd 166,Co Rd 11,Co Rd 17,,,2013,650,4.129621678,4.9,7,1.7,Rural,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,12,Gravel,4,Undivided,NV,1,Present,Present,None,None,None,7,0,19,45,0,71,17.19285822,,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,359600,,0,1,0,0,0,0,1,0,1,1,0,1,0,0,5,,0,0,0,0,0,0,0,1,,NA,NA,NA,NA,NA
1972,HEN.243,,1,1,5,RP.243,,15151.08561,,Hennepin,Metro MN,27,0,,116,Medina/Corcoran,Pinto Dr & Fletcher Ln,@ MNTH 55,SEE INTERSECTING CSAH 116,0,5.07,2015,8735,2.86952379,45.74,0,0,Suburban,Urban,UM,UM,YES,Y,Mixed Use,Paved,2-Lane,Undivided,2-Lane Undivided,55,Imagery 13,None,None,12,Paved,9,Undivided,NV,1,Present,Present,None,None,Separated,15,8,12,4,1,40,13.93959518,,44,0,11,0,0,23,0,1,6,0,1,0,0,0,0,2,3,39,44,905200,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
1469,S.18.4.25.001,,1,1,3,,,23358.73812,,Crow Wing,Greater MN,18,4,CSAH,25,,CSAH 25,TH 18,TH 210,"LAT: 46°24'36.34""N,LON: 94° 5'50.10""W","LAT: 46°21'7.68""N,LON: 94° 6'16.79""W",2015,760,4.424003431,6.14,3,0.68,Rural,Rural,RG,Rural,YES,nv,Natural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,12,Composite,2,Undivided,None,2S,Present,Present,None,None,None,14,1,56,3,2,76,17.17901018,,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,605600,,0,1,0,0,0,0,1,0,1,1,0,0,1,0,5,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
3909,S.47.4.27.003,,1,1,8,,,15089.94296,47.27.03,Meeker,Greater MN,47,4,CSAH,27,,Meeker CTH 27,0.35 mile east of 722nd Ave,0.25 mile east of 748th Ave,,,2015,650,2.857943743,3.39,7,2.45,RURAL,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,12,Gravel,6,Undivided,NV,1,Present,Present,None,None,None,4,0,15,29,1,49,17.14519403,,4,2,3,2,1,1,0,0,0,0,0,0,0,1,1,0,1,1,4,11684800,,0,1,0,0,0,0,1,0,1,1,0,1,0,0,5,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
3565,S.73.7.198.001,,1,1,3,,,4008.407836,,Stearns,Greater MN,73,7,CR,198,,Colfax Rd NW,Co Rd 200,Co Rd 67,,,2009,235,0.759168151,0.33,2,2.63,Rural,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,11.5,Gravel,2,Undivided,NV,2S,Present,Present,None,None,None,2,0,3,7,1,13,17.12400604,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,1,0,1,1,0,4,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
855,S.69.7.657.001,,1,1,1,,,3086.146565,,St. Louis,Greater MN,69,7,CR,657,,CR 657 - Southern Drive,CSAH 7,Moss Rd,,,2011,850,0.584497455,0.91,0,0,Rural,Rural,RG,Rural,YES,YES,Residential,Paved,2-Lane,Undivided,2-Lane Undivided,45,Imagery (2012),None,None,12,Gravel,6,Undivided,NV,1,Present,Present,None,None,None,3,1,4,1,1,10,17.10871434,Other crossing is a railroad,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,23400,,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
2523,S.86.7.120.001,,1,1,3,,,12062.58332,,Wright,Greater MN,86,7,CR,120,,"Hansack Ave SE, 8th St SE, 5th St SE, Ibarra Ave SE, Ibarra Ave NE",10th St SE,10th St NE,,,2016,520,2.284580175,2.17,2,0.88,Rural,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-lane,Undivided,2-lane Undivided,55,Statutory,None,None,12,Gravel,3.5,Undivided,NV,1,Present,Present,None,None,None,8,1,22,6,2,39,17.07097016,,5,0,4,0,0,2,0,1,1,0,0,0,0,0,0,1,1,3,5,280400,,0,1,0,0,0,0,1,0,1,1,0,0,0,0,4,,0,0,0,0,0,0,0,1,,NA,NA,NA,NA,NA
3539,S.73.7.173.001,,1,1,3,,,19193.19154,,Stearns,Greater MN,73,7,CR,173,,E Co Rd 173,Co Rd 30,Co Rd 13,,,2013,420,3.635074156,2.79,10,2.75,Rural,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,12.5,Gravel,1.5,Undivided,NV,2S,Present,Present,None,None,None,7,13,21,21,0,62,17.0560482,,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,118200,,0,1,0,0,0,0,0,0,0,1,0,1,1,0,4,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
3561,S.73.7.197.001,,1,1,3,,,10225.5207,,Stearns,Greater MN,73,7,CR,197,,Co Rd 197,Hwy 71,0.80 miles S of Hwy 55,,,2016,430,1.936651648,1.52,9,4.65,Rural,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,11.5,Gravel,3,Undivided,NV,1,Present,Present,None,None,None,5,0,16,12,0,33,17.03971906,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
3147,S.56.4.31.001,,1,1,2,,,26979.29225,,Otter Tail,Greater MN,49,4,CSAH,31,,"Arbor Loop, Peterson Rd, E Lake Lizzie Rd",CSAH 4,USTH 59,,,2015,605,5.109714442,5.64,11,2.15,Rural,Rural,RG,Rural,YES,nv,Natural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Imagery (2012),None,None,11,Gravel,3.5,Paint,NV,2C,Present,Present,None,None,None,18,0,47,17,5,87,17.02639179,The segment speed limit starts at 45 and then increases to 55,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,11007800,,0,1,0,0,0,0,1,0,1,1,0,1,0,0,5,,0,0,0,0,0,0,0,1,,NA,NA,NA,NA,NA
1981,HEN.255,,1,1,5,RP.255,,24961.65952,,Hennepin,Metro MN,27,0,,81,Rogers/Hassan twp,CR 81,NW of Maple Grove Parkway,SE of Memorial Drive,14.57,19.3,2015,16485,4.72758703,142.23,3,0.63,Suburban,Urban,UM,UM,YES,Y,Mixed Use,Paved,2-Lane,Undivided,2-Lane Undivided,55,Imagery 13,None,None,12,Composite,13,Undivided,NV,1,Present,Present,None,None,None,9,10,8,5,0,32,6.768780733,Northernmost intersection changes to 4 lanes.,111,3,29,2,0,73,2,21,18,2,9,0,0,0,3,3,25,80,111,5079000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
339,S.69.4.8.004,,1,1,1,,,5279.683931,,St. Louis,Greater MN,69,4,CSAH,8,Culver,Co Hwy 8,Intersection of Co Hwy 8 and Alborn Brookston Rd,Intersection of Co Hwy 8 and Co Hwy 7,,,2015,140,0.999940138,0.26,0,0,Rural,Rural,RG,Rural,YES,YES,Natural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,11.5,Gravel,4,Undivided,NV,3,Present,Present,None,None,None,2,1,11,1,2,17,17.00101771,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
1983,HEN.26,,1,1,5,RP.26,,5977.520897,,Hennepin,Metro MN,27,0,,110,Mound,Bartlett&Commerce Blvds,E OF CSAH 44 TO W OF HIGHLAND,N OF CSAH 125 TO S OF AUDITORS,3.44,4.55,2016,8260,1.13210623,17.07,8,7.07,Suburban,Urban,UM,UM,YES,Y,Mixed Use,Paved,2-Lane,Undivided,2-Lane Undivided,30,Imagery 15,None,None,12,Paved,6,Undivided,NV,3,Present,Present,None,None,None,9,10,45,0,11,75,66.24820002,">= 30mph. North end of segment is in Mound w/ curb&gutter, sidewalks. Shoulders width is variable in the south end, also 35 mph(2016 imagery)",14,0,3,0,0,2,0,1,1,0,1,0,0,0,0,1,3,10,14,509000,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
1984,HEN.260,,1,1,5,RP.260,,26674.16477,,Hennepin,Metro MN,27,0,,13,Hassan Twp/Dayton,Brockton Ln,@ CSAH 81/101,SEE INTERSECTING CSAH 12,0,5.05,2015,5355,5.051925145,49.37,8,1.58,Suburban,Urban,UM,UM,YES,Y,Mixed Use,Paved,2-Lane,Undivided,2-Lane Undivided,50,Imagery 13,None,None,12,Composite,3,Undivided,NV,2S,Present,Present,None,None,None,19,11,45,7,4,86,17.02321343,Additional turn and bypass lanes at intersections in the south third of the segment. Speed limit: south 50/north 55.,68,3,26,2,0,31,1,8,10,1,5,0,0,0,3,6,14,45,68,4359000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
1986,HEN.266,,1,1,5,RP.266,,6650.563994,,Hennepin,Metro MN,27,0,CSAH,81,Maple Grove,CR 81 EB,M.P. 12.49 TO E OF ELM CREEK,W OF ELM CRK BLD TO M.P. 13.74,12.48,13.74,2014,15500,1.259576514,35.63,0,0,Suburban,Urban,UM,UM,YES,Y,Mixed Use,Paved,2-Lane,One-Way,One-Way,55,Imagery 17,None,None,12,Paved,13,Other,NV,1,Present,None,None,None,None,4,0,0,0,0,4,3.175670517,"Shoulder on west side of hwy. Median is depressed grass, but since this is one-way….is this considered a median?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
1987,HEN.267,,1,1,5,RP.267,,6721.170465,,Hennepin,Metro MN,27,0,,981,Maple Grove,CR 81 WB,614' E OF BR TO E OF ELM CR BL,W OF TERR RD TO MP 1.27,0,1.27,2015,12500,1.272948952,29.04,5,3.93,Suburban,Urban,UM,UM,YES,Y,Mixed Use,Paved,2-Lane,One-Way,One-Way,55,Imagery 13,None,None,13,Curb & Gutter,6,NV,NV,1,Present,Present,None,None,Separated,4,0,0,0,0,4,3.142309827,,73,3,9,0,0,34,0,11,6,0,1,0,0,0,3,7,19,44,73,4956200,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
1988,HEN.269,,1,1,5,RP.269,,21583.04557,,Hennepin,Metro MN,27,0,,81,Crystal/Brooklyn Park,Bottineau Blvd,N OF CSAH 10 TO S OF 63RD AVE,N OF 83RD TO S OF CSAH 109,5.78,9.87,2015,25890,4.087698024,193.14,2,0.49,Suburban,Urban,UM,UM,YES,Y,Mixed Use,Paved,4-Lane,Divided,Multi-Lane Divided,55,Imagery 15,None,None,12,Paved,10,Curb,8,1,Present,None,None,None,None,20,10,5,0,0,35,8.562276322,">20 feet at the widest median, includes both depressed (grass) and curb. ",231,3,23,0,0,144,1,52,3,0,1,0,0,0,3,21,61,146,231,11785800,,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
1990,HEN.270,,1,1,5,RP.270,,2955.803821,,Hennepin,Metro MN,27,0,,81,Maple Grove,CR 81,W OF CSAH 30 TO E OF HEMLOCK,HEMLOCK TO M.P. 12.48,11.92,12.48,2015,12500,0.55981133,12.77,1,1.79,Suburban,Urban,UM,UM,YES,Y,Mixed Use,Paved,4-Lane,Divided,Multi-Lane Divided,55,Imagery 13,None,None,12,Curb & Gutter,6,Curb,14,1,Present,Present,None,None,Separated,1,0,0,0,0,1,1.786316116,Curb and depressed medians.,8,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,2,5,8,383000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
1992,HEN.273,,1,1,5,RP.273,,6911.872494,,Hennepin,Metro MN,27,0,,52,Richfield,Nicollet Av,@ 77TH ST,@ 67TH ST,2.55,3.86,2013,10035,1.30906676,23.97,0,0,Urban,Urban,UM,UM,YES,Y,Residential,Paved,3-Lane,Undivided,Multi-Lane Undivided,35,Imagery '16,None,None,12,Curb & Gutter,6,Undivided,NV,1,Present,Present,Both Sides,Both Sides,None,20,4,88,0,3,115,87.84884278,,87,2,10,0,0,27,0,11,7,0,4,2,1,0,2,6,33,46,87,5429800,,0,1,0,0,1,0,0,0,0,1,1,0,0,0,4,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
1993,HEN.274,,1,1,5,RP.274,,6375.927796,,Hennepin,Metro MN,27,0,,35,Richfield,Portland Av,@ 76TH ST,@ E 67TH ST,2.65,3.86,2016,11335,1.207562083,24.98,0,0,Urban,Urban,UM,UM,YES,Y,Residential,Paved,3-Lane,Undivided,Multi-Lane Undivided,35,Imagery 14,None,None,10,Curb & Gutter,2,Undivided,NV,3,None,Present,None,Both Sides,None,20,0,111,0,4,135,111.7954944,Different road characteristics between aerial(2017) and ground (2014) with shoulders removed and sidewalks widened in 2017.,57,1,10,0,0,28,0,13,6,0,5,0,0,0,1,5,19,32,57,3342600,,0,1,1,1,0,0,0,0,0,1,1,0,1,1,7,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,1,0,0
1994,HEN.275,,1,1,5,RP.275,,5535.63063,,Hennepin,Metro MN,27,0,,32,Richfield,Penn Av,@ 75TH ST,N OF 69TH ST TO M.P. 4.37,3.32,4.37,2013,11900,1.048414892,22.77,0,0,Urban,Urban,UM,UM,YES,Y,Residential,Paved,3-Lane,Undivided,Multi-Lane Undivided,35,Imagery 16,None,None,11.5,Curb & Gutter,6,Undivided,NV,1,Present,Present,None,Both Sides,None,18,9,51,0,4,82,78.21331099,,33,0,6,0,0,15,0,9,3,0,1,0,0,0,0,0,19,14,33,1762200,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
1996,HEN.279,,1,1,5,RP.279,,5484.766426,,Hennepin,Metro MN,27,0,,101,Minnetonka,CR 101,N OF LK ST EXT TO SUSAN LA,N OF CSAH 5 TO M.P. 3.94,2.9,3.94,2016,13225,1.03878152,25.07,0,0,Suburban,Urban,UM,UM,YES,Y,Mixed Use,Paved,3-Lane,Undivided,Multi-Lane Undivided,40,Imagery 17,None,None,12,Curb & Gutter,6,Undivided,NV,2S,Present,Present,None,Both Sides,None,12,7,22,0,2,43,41.39465245,,25,1,4,1,0,16,1,6,2,1,1,0,0,0,1,0,6,18,25,1252400,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
1997,HEN.28,,1,1,5,RP.28,,7421.165024,,Hennepin,Metro MN,27,0,,42,Minneapolis,42nd St E,@ CSAH 152,SEE INTERSECTING CSAH 48,0,1.41,2016,8080,1.405523679,20.73,1,0.71,Urban Core,Urban,UM,UM,YES,Y,Residential,Paved,2-Lane,Undivided,2-Lane Undivided,30,Imagery 17,None,None,12,Curb & Gutter,6,Undivided,NV,3,Present,Present,One Side,Both Sides,Both Sides,47,10,34,0,41,132,93.9151734,Lane width is variable. Higher volume intersections have medians. Parking is sometimes BOTH sides.,92,0,8,0,0,39,0,10,6,0,1,0,0,0,0,4,24,64,92,3267200,,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
1998,HEN.281,,1,1,5,RP.281,,2950.644476,,Hennepin,Metro MN,27,0,,15,Orono,Shoreline Dr,M.P. 7.78 TO W OF CSAH 19,M.P. 7.78 TO W OF CSAH 19,7.77,8.27,2016,17600,0.558834181,17.95,0,0,Suburban,Urban,UM,UM,YES,Y,Mixed Use,Paved,3-Lane,Undivided,Multi-Lane Undivided,35,Imagery 15,None,None,Unknown,Curb & Gutter,2,Undivided,NV,3,Present,Present,None,Both Sides,None,6,15,1,0,1,23,41.15711025,"Lane width highly variable. Sections with no shoulder and segments with >6 foot shoulder. Segment splits between 'small town' commercial (Navarre) and churches, apt's.",45,0,5,0,0,21,0,6,1,0,0,0,0,0,0,2,13,30,45,1705000,,0,1,0,0,0,1,0,0,1,1,1,0,1,1,7,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,1,0,0
1999,HEN.282,,1,1,5,RP.282,,5480.818469,,Hennepin,Metro MN,27,0,,15,Mound/Orono,Shoreline Dr,@ BARTLETT BLVD,SEE INTERSECTING CSAH 51,6.39,7.43,2016,14145,1.038033801,26.8,7,6.74,Suburban,Urban,UM,UM,YES,Y,Commercial,Paved,3-Lane,Undivided,Multi-Lane Undivided,35,Imagery 16,None,None,12,Curb & Gutter,Variable,Undivided,NV,3,Present,Present,None,Both Sides,Separated,9,25,12,0,1,47,45.27790902,,19,0,2,0,0,10,0,3,1,0,0,0,0,0,0,0,6,13,19,623400,,1,1,0,0,0,0,0,0,0,1,1,0,1,0,5,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
2000,HEN.284,,1,1,5,RP.284,,7275.044373,,Hennepin,Metro MN,27,0,,110,Mound/Minnetrista,Commerce Blvd,N OF GRNDVW TO S OF THREE PTS,N OF SUNNYFLD TO S OF CSAH 151,5.09,6.47,2016,9085,1.377849313,22.84,0,0,Suburban,Urban,UM,UM,YES,Y,Residential,Paved,3-Lane,Undivided,Multi-Lane Undivided,40,Imagery 15,None,None,12,Curb & Gutter,6,Undivided,NV,3,Present,Present,None,One Side,None,12,5,27,0,6,50,36.28843846,"Sidewalk on both sides from south to Sunnybrook Circle, then only one side (~1/2 mi). Locations with no turn-lane have a painted median.",17,0,3,0,0,11,0,3,3,0,0,0,0,0,0,2,2,13,17,615400,,0,1,0,0,0,0,0,0,0,1,1,0,1,0,4,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
2001,HEN.286,,1,1,5,RP.286,,2170.711755,,Hennepin,Metro MN,27,0,,101,Wayzata,Wayzata Blvd,W OF CSAH 15 TO M.P. 6.23,M.P. 6.44 TO E OF CENTRAL AVE,6.19,6.53,2015,21800,0.411119651,16.36,0,0,Suburban,Urban,UM,UM,YES,Y,Commercial,Paved,5-Lane,Divided,Multi-Lane Divided,35,Imagery 17,None,None,12,Curb & Gutter,2,Curb,4,3,None,Present,None,Both Sides,None,3,14,0,0,0,17,41.35049243,"Of the approx 2100' segment 750' are 5-lane including a center turnlane. Approx 1,350' with medians.",40,0,3,0,0,12,0,2,2,0,0,0,0,0,0,2,9,29,40,1349200,,1,1,0,1,0,1,0,0,1,1,0,0,1,1,8,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
